watch_event_id,impression_id,session_id,user_id,video_id,creator_id,action,watch_seconds,started_at,ended_at,started_at_raw
1887,1887,463,150,85,131,watch_full,38,2025-08-02T02:18:06Z,2025-08-02T02:18:44Z,2025-08-02T02:18:06Z
1888,1888,463,150,2584,81,skip_after_partial,NA,2025-08-02T02:18:47Z,2025-08-02T02:19:00Z,2025-08-02T02:18:47Z
1889,1889,463,150,4244,87,skip_after_partial,NA,2025-08-02T02:19:03Z,2025-08-02T02:19:20Z,2025-08-02T02:19:03Z
1890,1890,463,150,2492,72,exit_platform,NA,2025-08-02T02:19:21Z,2025-08-02T02:19:29Z,20250802 021921
1891,1891,464,150,3820,112,skip_immediate,0,2025-08-02T18:47:38Z,2025-08-02T18:47:39Z,20250802 184738
1892,1892,464,150,4174,45,skip_after_partial,11,2025-08-02T18:47:40Z,2025-08-02T18:47:51Z,2025-08-02T18:47:40Z
1893,1893,464,150,3353,41,watch_full,NA,2025-08-02T18:47:53Z,2025-08-02T18:48:32Z,2025-08-02T18:47:53Z
1894,1894,464,150,2492,72,skip_after_partial,NA,2025-08-02T18:48:36Z,2025-08-02T18:48:56Z,1754160516
1895,1895,464,150,2492,72,skip_after_partial,NA,2025-08-02T18:48:59Z,2025-08-02T18:49:10Z,20250802 184859
1896,1896,464,150,2492,72,exit_platform,NA,2025-08-02T18:49:14Z,2025-08-02T18:49:18Z,1754160554
1897,1897,465,156,876,116,exit_platform,NA,2025-08-02T16:02:14Z,2025-08-02T16:02:16Z,20250802 160214
1898,1898,466,158,3091,142,watch_full,28,2025-08-02T11:29:57Z,2025-08-02T11:30:25Z,2025-08-02T11:29:57Z
1899,1899,466,158,1358,76,skip_after_partial,5,2025-08-02T11:30:29Z,2025-08-02T11:30:34Z,2025-08-02T11:30:29Z
1900,1900,466,158,88,9,skip_after_partial,12,2025-08-02T11:30:37Z,2025-08-02T11:30:49Z,2025-08-02T11:30:37Z
1901,1901,466,158,878,192,exit_platform,3,2025-08-02T11:30:52Z,2025-08-02T11:30:55Z,20250802 113052
1902,1902,467,160,47,124,watch_full,31,2025-08-02T05:08:41Z,2025-08-02T05:09:12Z,20250802 050841
1903,1903,467,160,2248,116,exit_platform,8,2025-08-02T05:09:15Z,2025-08-02T05:09:23Z,2025-08-02T05:09:15Z
1904,1904,468,163,951,116,skip_immediate,0,2025-08-02T10:45:25Z,2025-08-02T10:45:26Z,2025-08-02T10:45:25Z
1905,1905,468,163,4193,103,exit_platform,7,2025-08-02T10:45:27Z,2025-08-02T10:45:34Z,2025-08-02T10:45:27Z
1906,1906,469,164,3399,121,watch_full,24,2025-08-02T11:39:57Z,2025-08-02T11:40:21Z,20250802 113957
1907,1907,469,164,4303,16,watch_full,38,2025-08-02T11:40:24Z,2025-08-02T11:41:02Z,2025-08-02T11:40:24Z
1908,1908,469,164,169,198,watch_full,31,2025-08-02T11:41:06Z,2025-08-02T11:41:37Z,20250802 114106
1909,1909,469,164,1808,182,skip_after_partial,15,2025-08-02T11:41:41Z,2025-08-02T11:41:56Z,2025-08-02T11:41:41Z
1910,1910,469,164,934,95,skip_immediate,0,2025-08-02T11:42:00Z,2025-08-02T11:42:01Z,2025-08-02T11:42:00Z
1911,1911,469,164,1037,214,exit_platform,NA,2025-08-02T11:42:03Z,2025-08-02T11:42:07Z,20250802 114203
1912,1912,470,165,1347,87,skip_immediate,0,2025-08-02T12:44:48Z,2025-08-02T12:44:49Z,20250802 124448
1913,1913,470,165,1774,82,watch_full,38,2025-08-02T12:44:52Z,2025-08-02T12:45:30Z,2025-08-02T12:44:52Z
1914,1914,470,165,2743,211,watch_full,39,2025-08-02T12:45:33Z,2025-08-02T12:46:12Z,2025-08-02T12:45:33Z
1915,1915,470,165,2351,135,exit_platform,11,2025-08-02T12:46:15Z,2025-08-02T12:46:26Z,2025-08-02T12:46:15Z
1916,1916,471,165,1974,98,exit_platform,NA,2025-08-02T06:22:20Z,2025-08-02T06:22:27Z,2025-08-02T06:22:20Z
1917,1917,472,165,1263,217,skip_immediate,NA,2025-08-02T16:04:26Z,2025-08-02T16:04:27Z,20250802 160426
1918,1918,472,165,621,212,watch_full,31,2025-08-02T16:04:28Z,2025-08-02T16:04:59Z,2025-08-02T16:04:28Z
1919,1919,472,165,1932,148,skip_immediate,0,2025-08-02T16:05:02Z,2025-08-02T16:05:03Z,2025-08-02T16:05:02Z
1920,1920,472,165,1548,45,skip_immediate,0,2025-08-02T16:05:06Z,2025-08-02T16:05:07Z,20250802 160506
1921,1921,472,165,4193,103,watch_full,30,2025-08-02T16:05:10Z,2025-08-02T16:05:40Z,2025-08-02T16:05:10Z
1922,1922,472,165,3657,120,skip_after_partial,7,2025-08-02T16:05:41Z,2025-08-02T16:05:48Z,2025-08-02T16:05:41Z
1923,1923,472,165,4128,132,skip_after_partial,11,2025-08-02T16:05:52Z,2025-08-02T16:06:03Z,2025-08-02T16:05:52Z
1924,1924,472,165,1774,82,exit_platform,10,2025-08-02T16:06:04Z,2025-08-02T16:06:14Z,20250802 160604
1925,1925,473,169,1548,45,exit_platform,2,2025-08-02T02:18:33Z,2025-08-02T02:18:35Z,1754101113
1926,1926,474,170,3300,211,exit_platform,NA,2025-08-02T10:40:43Z,2025-08-02T10:40:48Z,1754131243
1927,1927,475,170,2217,95,watch_full,42,2025-08-02T16:32:37Z,2025-08-02T16:33:19Z,2025-08-02T16:32:37Z
1928,1928,475,170,2776,20,skip_immediate,NA,2025-08-02T16:33:21Z,2025-08-02T16:33:22Z,2025-08-02T16:33:21Z
1929,1929,475,170,3805,158,exit_platform,11,2025-08-02T16:33:24Z,2025-08-02T16:33:35Z,2025-08-02T16:33:24Z
1930,1930,476,173,1347,87,exit_platform,8,2025-08-02T02:39:38Z,2025-08-02T02:39:46Z,2025-08-02T02:39:38Z
1931,1931,477,177,1309,68,exit_platform,1,2025-08-02T04:04:27Z,2025-08-02T04:04:28Z,2025-08-02T04:04:27Z
1932,1932,478,179,3002,118,watch_full,40,2025-08-02T01:04:33Z,2025-08-02T01:05:13Z,2025-08-02T01:04:33Z
1933,1933,478,179,3399,121,skip_after_partial,15,2025-08-02T01:05:15Z,2025-08-02T01:05:30Z,2025-08-02T01:05:15Z
1934,1934,478,179,337,96,skip_after_partial,11,2025-08-02T01:05:32Z,2025-08-02T01:05:43Z,20250802 010532
1935,1935,478,179,815,214,skip_after_partial,9,2025-08-02T01:05:44Z,2025-08-02T01:05:53Z,20250802 010544
1936,1936,478,179,1849,132,watch_full,NA,2025-08-02T01:05:54Z,2025-08-02T01:06:31Z,2025-08-02T01:05:54Z
1937,1937,478,179,2995,106,skip_immediate,0,2025-08-02T01:06:34Z,2025-08-02T01:06:35Z,2025-08-02T01:06:34Z
1938,1938,478,179,555,211,skip_immediate,0,2025-08-02T01:06:37Z,2025-08-02T01:06:38Z,2025-08-02T01:06:37Z
1939,1939,478,179,3012,194,skip_after_partial,NA,2025-08-02T01:06:39Z,2025-08-02T01:07:02Z,2025-08-02T01:06:39Z
1940,1940,478,179,1619,193,skip_after_partial,6,2025-08-02T01:07:05Z,2025-08-02T01:07:11Z,2025-08-02T01:07:05Z
1941,1941,478,179,1849,132,watch_full,NA,2025-08-02T01:07:14Z,2025-08-02T01:07:51Z,20250802 010714
1942,1942,478,179,878,192,watch_full,16,2025-08-02T01:07:53Z,2025-08-02T01:08:09Z,20250802 010753
1943,1943,478,179,878,192,watch_full,16,2025-08-02T01:08:12Z,2025-08-02T01:08:28Z,2025-08-02T01:08:12Z
1944,1944,478,179,3820,112,exit_platform,7,2025-08-02T01:08:29Z,2025-08-02T01:08:36Z,2025-08-02T01:08:29Z
1945,1945,479,180,1044,152,watch_full,24,2025-08-02T14:57:22Z,2025-08-02T14:57:46Z,2025-08-02T14:57:22Z
1946,1946,479,180,2644,50,skip_after_partial,10,2025-08-02T14:57:50Z,2025-08-02T14:58:00Z,2025-08-02T14:57:50Z
1947,1947,479,180,2397,44,skip_after_partial,NA,2025-08-02T14:58:03Z,2025-08-02T14:58:19Z,2025-08-02T14:58:03Z
1948,1948,479,180,3565,168,watch_full,NA,2025-08-02T14:58:23Z,2025-08-02T14:58:52Z,2025-08-02T14:58:23Z
1949,1949,479,180,921,36,exit_platform,9,2025-08-02T14:58:56Z,2025-08-02T14:59:05Z,20250802 145856
1950,1950,480,181,3565,168,skip_immediate,NA,2025-08-02T12:28:23Z,2025-08-02T12:28:24Z,2025-08-02T12:28:23Z
1951,1951,480,181,331,119,skip_after_partial,20,2025-08-02T12:28:25Z,2025-08-02T12:28:45Z,20250802 122825
1952,1952,480,181,331,119,exit_platform,8,2025-08-02T12:28:48Z,2025-08-02T12:28:56Z,20250802 122848
1953,1953,481,182,2067,143,skip_immediate,0,2025-08-02T09:44:04Z,2025-08-02T09:44:05Z,2025-08-02T09:44:04Z
1954,1954,481,182,3224,117,exit_platform,9,2025-08-02T09:44:08Z,2025-08-02T09:44:17Z,2025-08-02T09:44:08Z
1955,1955,482,184,3085,195,exit_platform,8,2025-08-02T21:07:39Z,2025-08-02T21:07:47Z,20250802 210739
1956,1956,483,185,29,136,skip_after_partial,7,2025-08-02T00:39:40Z,2025-08-02T00:39:47Z,2025-08-02T00:39:40Z
1957,1957,483,185,29,136,skip_after_partial,16,2025-08-02T00:39:48Z,2025-08-02T00:40:04Z,2025-08-02T00:39:48Z
1958,1958,483,185,2784,198,watch_full,30,2025-08-02T00:40:06Z,2025-08-02T00:40:36Z,2025-08-02T00:40:06Z
1959,1959,483,185,1044,152,skip_immediate,0,2025-08-02T00:40:38Z,2025-08-02T00:40:39Z,2025-08-02T00:40:38Z
1960,1960,483,185,1775,194,skip_immediate,0,2025-08-02T00:40:43Z,2025-08-02T00:40:44Z,1754095243
1961,1961,483,185,1044,152,exit_platform,4,2025-08-02T00:40:47Z,2025-08-02T00:40:51Z,2025-08-02T00:40:47Z
1962,1962,484,186,2584,81,skip_after_partial,NA,2025-08-02T16:04:33Z,2025-08-02T16:04:48Z,2025-08-02T16:04:33Z
1963,1963,484,186,137,192,skip_after_partial,NA,2025-08-02T16:04:50Z,2025-08-02T16:05:14Z,2025-08-02T16:04:50Z
1964,1964,484,186,29,136,watch_full,32,2025-08-02T16:05:16Z,2025-08-02T16:05:48Z,2025-08-02T16:05:16Z
1965,1965,484,186,3536,55,watch_full,30,2025-08-02T16:05:52Z,2025-08-02T16:06:22Z,2025-08-02T16:05:52Z
1966,1966,484,186,1178,130,skip_after_partial,22,2025-08-02T16:06:26Z,2025-08-02T16:06:48Z,2025-08-02T16:06:26Z
1967,1967,484,186,1249,160,skip_after_partial,10,2025-08-02T16:06:49Z,2025-08-02T16:06:59Z,2025-08-02T16:06:49Z
1968,1968,484,186,1178,130,skip_after_partial,15,2025-08-02T16:07:02Z,2025-08-02T16:07:17Z,2025-08-02T16:07:02Z
1969,1969,484,186,2241,167,skip_immediate,0,2025-08-02T16:07:19Z,2025-08-02T16:07:20Z,2025-08-02T16:07:19Z
1970,1970,484,186,337,96,exit_platform,3,2025-08-02T16:07:21Z,2025-08-02T16:07:24Z,2025-08-02T16:07:21Z
1971,1971,485,189,146,120,exit_platform,11,2025-08-02T13:30:11Z,2025-08-02T13:30:22Z,2025-08-02T13:30:11Z
1972,1972,486,189,2241,167,exit_platform,6,2025-08-02T10:56:41Z,2025-08-02T10:56:47Z,2025-08-02T10:56:41Z
1973,1973,487,190,2932,191,skip_after_partial,15,2025-08-02T03:30:45Z,2025-08-02T03:31:00Z,2025-08-02T03:30:45Z
1974,1974,487,190,2584,81,exit_platform,NA,2025-08-02T03:31:03Z,2025-08-02T03:31:15Z,1754105463
1975,1975,488,193,2248,116,skip_immediate,NA,2025-08-02T15:16:14Z,2025-08-02T15:16:15Z,2025-08-02T15:16:14Z
1976,1976,488,193,4065,73,watch_full,31,2025-08-02T15:16:18Z,2025-08-02T15:16:49Z,20250802 151618
1977,1977,488,193,3399,121,watch_full,24,2025-08-02T15:16:51Z,2025-08-02T15:17:15Z,2025-08-02T15:16:51Z
1978,1978,488,193,4303,16,skip_after_partial,27,2025-08-02T15:17:19Z,2025-08-02T15:17:46Z,20250802 151719
1979,1979,488,193,1548,45,skip_immediate,NA,2025-08-02T15:17:48Z,2025-08-02T15:17:49Z,2025-08-02T15:17:48Z
1980,1980,488,193,3820,112,skip_immediate,0,2025-08-02T15:17:51Z,2025-08-02T15:17:52Z,2025-08-02T15:17:51Z
1981,1981,488,193,2723,174,skip_after_partial,26,2025-08-02T15:17:54Z,2025-08-02T15:18:20Z,2025-08-02T15:17:54Z
1982,1982,488,193,3123,112,skip_immediate,0,2025-08-02T15:18:23Z,2025-08-02T15:18:24Z,2025-08-02T15:18:23Z
1983,1983,488,193,555,211,exit_platform,11,2025-08-02T15:18:27Z,2025-08-02T15:18:38Z,20250802 151827
1984,1984,489,197,3728,83,skip_immediate,0,2025-08-02T12:33:47Z,2025-08-02T12:33:48Z,2025-08-02T12:33:47Z
1985,1985,489,197,3417,43,exit_platform,5,2025-08-02T12:33:51Z,2025-08-02T12:33:56Z,2025-08-02T12:33:51Z
1986,1986,490,197,650,83,watch_full,21,2025-08-02T13:37:28Z,2025-08-02T13:37:49Z,2025-08-02T13:37:28Z
1987,1987,490,197,805,155,skip_after_partial,9,2025-08-02T13:37:53Z,2025-08-02T13:38:02Z,20250802 133753
1988,1988,490,197,3002,118,skip_after_partial,10,2025-08-02T13:38:05Z,2025-08-02T13:38:15Z,2025-08-02T13:38:05Z
1989,1989,490,197,3012,194,exit_platform,15,2025-08-02T13:38:17Z,2025-08-02T13:38:32Z,2025-08-02T13:38:17Z
1990,1990,491,205,703,145,watch_full,34,2025-08-02T18:08:07Z,2025-08-02T18:08:41Z,2025-08-02T18:08:07Z
1991,1991,491,205,2067,143,watch_full,27,2025-08-02T18:08:44Z,2025-08-02T18:09:11Z,1754158124
1992,1992,491,205,2248,116,watch_full,24,2025-08-02T18:09:15Z,2025-08-02T18:09:39Z,2025-08-02T18:09:15Z
1993,1993,491,205,3409,124,skip_immediate,0,2025-08-02T18:09:42Z,2025-08-02T18:09:43Z,1754158182
1994,1994,491,205,934,95,exit_platform,3,2025-08-02T18:09:45Z,2025-08-02T18:09:48Z,1754158185
1995,1995,492,205,2175,179,watch_full,26,2025-08-02T18:11:01Z,2025-08-02T18:11:27Z,1754158261
1996,1996,492,205,169,198,exit_platform,2,2025-08-02T18:11:30Z,2025-08-02T18:11:32Z,2025-08-02T18:11:30Z
1997,1997,493,205,3091,142,watch_full,28,2025-08-02T20:08:14Z,2025-08-02T20:08:42Z,2025-08-02T20:08:14Z
1998,1998,493,205,3820,112,skip_after_partial,15,2025-08-02T20:08:44Z,2025-08-02T20:08:59Z,2025-08-02T20:08:44Z
1999,1999,493,205,47,124,watch_full,31,2025-08-02T20:09:00Z,2025-08-02T20:09:31Z,2025-08-02T20:09:00Z
2000,2000,493,205,3906,56,watch_full,36,2025-08-02T20:09:32Z,2025-08-02T20:10:08Z,2025-08-02T20:09:32Z
2001,2001,493,205,650,83,exit_platform,2,2025-08-02T20:10:10Z,2025-08-02T20:10:12Z,2025-08-02T20:10:10Z
2002,2002,494,206,2241,167,skip_after_partial,9,2025-08-02T18:05:54Z,2025-08-02T18:06:03Z,2025-08-02T18:05:54Z
2003,2003,494,206,455,187,skip_immediate,0,2025-08-02T18:06:06Z,2025-08-02T18:06:07Z,2025-08-02T18:06:06Z
2004,2004,494,206,4269,53,skip_immediate,0,2025-08-02T18:06:08Z,2025-08-02T18:06:09Z,20250802 180608
2005,2005,494,206,2443,202,exit_platform,2,2025-08-02T18:06:10Z,2025-08-02T18:06:12Z,1754157970
2006,2006,495,206,1896,170,exit_platform,NA,2025-08-02T05:20:27Z,2025-08-02T05:20:28Z,1754112027
2007,2007,496,206,2644,50,exit_platform,5,2025-08-02T06:33:00Z,2025-08-02T06:33:05Z,2025-08-02T06:33:00Z
2008,2008,497,213,797,101,watch_full,18,2025-08-02T03:33:12Z,2025-08-02T03:33:30Z,2025-08-02T03:33:12Z
2009,2009,497,213,1896,170,skip_immediate,NA,2025-08-02T03:33:31Z,2025-08-02T03:33:32Z,20250802 033331
2010,2010,497,213,2450,107,skip_after_partial,17,2025-08-02T03:33:34Z,2025-08-02T03:33:51Z,1754105614
2011,2011,497,213,2175,179,exit_platform,6,2025-08-02T03:33:52Z,2025-08-02T03:33:58Z,2025-08-02T03:33:52Z
2012,2012,498,214,3657,120,watch_full,12,2025-08-02T17:44:23Z,2025-08-02T17:44:35Z,1754156663
2013,2013,498,214,2443,202,watch_full,10,2025-08-02T17:44:37Z,2025-08-02T17:44:47Z,2025-08-02T17:44:37Z
2014,2014,498,214,1375,172,skip_after_partial,12,2025-08-02T17:44:50Z,2025-08-02T17:45:02Z,2025-08-02T17:44:50Z
2015,2015,498,214,3171,60,exit_platform,12,2025-08-02T17:45:03Z,2025-08-02T17:45:15Z,2025-08-02T17:45:03Z
2016,2016,499,216,146,120,watch_full,44,2025-08-02T17:15:11Z,2025-08-02T17:15:55Z,2025-08-02T17:15:11Z
2017,2017,499,216,3884,134,exit_platform,3,2025-08-02T17:15:56Z,2025-08-02T17:15:59Z,2025-08-02T17:15:56Z
2018,2018,500,216,2726,59,skip_after_partial,10,2025-08-02T05:08:51Z,2025-08-02T05:09:01Z,2025-08-02T05:08:51Z
2019,2019,500,216,1812,145,watch_full,33,2025-08-02T05:09:04Z,2025-08-02T05:09:37Z,2025-08-02T05:09:04Z
2020,2020,500,216,3657,120,exit_platform,1,2025-08-02T05:09:38Z,2025-08-02T05:09:39Z,2025-08-02T05:09:38Z
2021,2021,501,220,815,214,skip_immediate,0,2025-08-02T04:26:46Z,2025-08-02T04:26:47Z,1754108806
2022,2022,501,220,29,136,skip_after_partial,8,2025-08-02T04:26:48Z,2025-08-02T04:26:56Z,20250802 042648
2023,2023,501,220,337,96,exit_platform,4,2025-08-02T04:26:58Z,2025-08-02T04:27:02Z,2025-08-02T04:26:58Z
2024,2024,502,220,2443,202,skip_immediate,0,2025-08-02T00:41:06Z,2025-08-02T00:41:07Z,2025-08-02T00:41:06Z
2025,2025,502,220,2034,196,watch_full,24,2025-08-02T00:41:11Z,2025-08-02T00:41:35Z,2025-08-02T00:41:11Z
2026,2026,502,220,1249,160,skip_immediate,0,2025-08-02T00:41:39Z,2025-08-02T00:41:40Z,2025-08-02T00:41:39Z
2027,2027,502,220,2443,202,skip_immediate,0,2025-08-02T00:41:43Z,2025-08-02T00:41:44Z,20250802 004143
2028,2028,502,220,4297,104,watch_full,39,2025-08-02T00:41:45Z,2025-08-02T00:42:24Z,2025-08-02T00:41:45Z
2029,2029,502,220,3728,83,watch_full,29,2025-08-02T00:42:28Z,2025-08-02T00:42:57Z,2025-08-02T00:42:28Z
2030,2030,502,220,2146,88,skip_immediate,0,2025-08-02T00:43:01Z,2025-08-02T00:43:02Z,20250802 004301
2031,2031,502,220,872,19,watch_full,34,2025-08-02T00:43:03Z,2025-08-02T00:43:37Z,1754095383
2032,2032,502,220,4297,104,exit_platform,6,2025-08-02T00:43:40Z,2025-08-02T00:43:46Z,2025-08-02T00:43:40Z
2033,2033,503,221,11,12,skip_after_partial,23,2025-08-02T13:13:54Z,2025-08-02T13:14:17Z,20250802 131354
2034,2034,503,221,2548,12,skip_after_partial,NA,2025-08-02T13:14:21Z,2025-08-02T13:14:33Z,20250802 131421
2035,2035,503,221,2726,59,exit_platform,11,2025-08-02T13:14:34Z,2025-08-02T13:14:45Z,2025-08-02T13:14:34Z
2036,2036,504,222,1347,87,watch_full,47,2025-08-02T03:18:36Z,2025-08-02T03:19:23Z,20250802 031836
2037,2037,504,222,29,136,skip_immediate,0,2025-08-02T03:19:27Z,2025-08-02T03:19:28Z,2025-08-02T03:19:27Z
2038,2038,504,222,85,131,watch_full,38,2025-08-02T03:19:29Z,2025-08-02T03:20:07Z,1754104769
2039,2039,504,222,3836,171,exit_platform,2,2025-08-02T03:20:10Z,2025-08-02T03:20:12Z,2025-08-02T03:20:10Z
2040,2040,505,222,4219,33,watch_full,49,2025-08-02T09:31:07Z,2025-08-02T09:31:56Z,20250802 093107
2041,2041,505,222,2995,106,skip_immediate,0,2025-08-02T09:32:00Z,2025-08-02T09:32:01Z,2025-08-02T09:32:00Z
2042,2042,505,222,3714,68,skip_after_partial,17,2025-08-02T09:32:03Z,2025-08-02T09:32:20Z,2025-08-02T09:32:03Z
2043,2043,505,222,2351,135,skip_after_partial,18,2025-08-02T09:32:21Z,2025-08-02T09:32:39Z,2025-08-02T09:32:21Z
2044,2044,505,222,927,10,skip_after_partial,6,2025-08-02T09:32:43Z,2025-08-02T09:32:49Z,2025-08-02T09:32:43Z
2045,2045,505,222,694,77,exit_platform,7,2025-08-02T09:32:52Z,2025-08-02T09:32:59Z,20250802 093252
2046,2046,506,222,599,142,skip_immediate,NA,2025-08-02T17:06:16Z,2025-08-02T17:06:17Z,2025-08-02T17:06:16Z
2047,2047,506,222,4269,53,watch_full,NA,2025-08-02T17:06:19Z,2025-08-02T17:06:49Z,2025-08-02T17:06:19Z
2048,2048,506,222,88,9,exit_platform,7,2025-08-02T17:06:52Z,2025-08-02T17:06:59Z,2025-08-02T17:06:52Z
2049,2049,507,226,85,131,skip_immediate,0,2025-08-02T22:08:36Z,2025-08-02T22:08:37Z,2025-08-02T22:08:36Z
2050,2050,507,226,29,136,watch_full,32,2025-08-02T22:08:41Z,2025-08-02T22:09:13Z,2025-08-02T22:08:41Z
2051,2051,507,226,88,9,skip_after_partial,16,2025-08-02T22:09:16Z,2025-08-02T22:09:32Z,2025-08-02T22:09:16Z
2052,2052,507,226,1808,182,skip_after_partial,30,2025-08-02T22:09:35Z,2025-08-02T22:10:05Z,2025-08-02T22:09:35Z
2053,2053,507,226,64,19,exit_platform,6,2025-08-02T22:10:08Z,2025-08-02T22:10:14Z,2025-08-02T22:10:08Z
2054,2054,508,229,4244,87,skip_after_partial,NA,2025-08-02T06:06:16Z,2025-08-02T06:06:29Z,2025-08-02T06:06:16Z
2055,2055,508,229,1147,134,skip_after_partial,17,2025-08-02T06:06:31Z,2025-08-02T06:06:48Z,2025-08-02T06:06:31Z
2056,2056,508,229,1147,134,watch_full,42,2025-08-02T06:06:49Z,2025-08-02T06:07:31Z,2025-08-02T06:06:49Z
2057,2057,508,229,2067,143,exit_platform,4,2025-08-02T06:07:35Z,2025-08-02T06:07:39Z,2025-08-02T06:07:35Z
2058,2058,509,229,1309,68,skip_immediate,0,2025-08-02T09:34:04Z,2025-08-02T09:34:05Z,2025-08-02T09:34:04Z
2059,2059,509,229,2874,108,skip_after_partial,15,2025-08-02T09:34:09Z,2025-08-02T09:34:24Z,2025-08-02T09:34:09Z
2060,2060,509,229,29,136,exit_platform,5,2025-08-02T09:34:25Z,2025-08-02T09:34:30Z,1754127265
2061,2061,510,233,1773,12,exit_platform,2,2025-08-02T11:43:40Z,2025-08-02T11:43:42Z,2025-08-02T11:43:40Z
2062,2062,511,236,4059,179,skip_after_partial,NA,2025-08-02T01:34:17Z,2025-08-02T01:34:29Z,2025-08-02T01:34:17Z
2063,2063,511,236,3714,68,skip_immediate,0,2025-08-02T01:34:32Z,2025-08-02T01:34:33Z,2025-08-02T01:34:32Z
2064,2064,511,236,3222,145,exit_platform,NA,2025-08-02T01:34:36Z,2025-08-02T01:34:41Z,2025-08-02T01:34:36Z
2065,2065,512,236,703,145,watch_full,NA,2025-08-02T21:34:21Z,2025-08-02T21:34:55Z,20250802 213421
2066,2066,512,236,951,116,exit_platform,3,2025-08-02T21:34:56Z,2025-08-02T21:34:59Z,2025-08-02T21:34:56Z
2067,2067,513,239,3440,152,skip_immediate,0,2025-08-02T20:55:58Z,2025-08-02T20:55:59Z,2025-08-02T20:55:58Z
2068,2068,513,239,934,95,skip_after_partial,17,2025-08-02T20:56:03Z,2025-08-02T20:56:20Z,20250802 205603
2069,2069,513,239,1375,172,skip_after_partial,6,2025-08-02T20:56:22Z,2025-08-02T20:56:28Z,2025-08-02T20:56:22Z
2070,2070,513,239,4327,181,exit_platform,10,2025-08-02T20:56:30Z,2025-08-02T20:56:40Z,20250802 205630
2071,2071,514,239,2492,72,skip_immediate,NA,2025-08-02T03:09:40Z,2025-08-02T03:09:41Z,20250802 030940
2072,2072,514,239,4120,87,exit_platform,11,2025-08-02T03:09:44Z,2025-08-02T03:09:55Z,2025-08-02T03:09:44Z
2073,2073,515,239,2373,67,skip_immediate,0,2025-08-02T13:06:38Z,2025-08-02T13:06:39Z,2025-08-02T13:06:38Z
2074,2074,515,239,3440,152,skip_after_partial,16,2025-08-02T13:06:42Z,2025-08-02T13:06:58Z,2025-08-02T13:06:42Z
2075,2075,515,239,2579,207,skip_after_partial,18,2025-08-02T13:07:02Z,2025-08-02T13:07:20Z,2025-08-02T13:07:02Z
2076,2076,515,239,3794,184,skip_after_partial,9,2025-08-02T13:07:23Z,2025-08-02T13:07:32Z,2025-08-02T13:07:23Z
2077,2077,515,239,1974,98,skip_after_partial,NA,2025-08-02T13:07:35Z,2025-08-02T13:07:57Z,2025-08-02T13:07:35Z
2078,2078,515,239,1044,152,exit_platform,6,2025-08-02T13:08:00Z,2025-08-02T13:08:06Z,2025-08-02T13:08:00Z
2079,2079,516,242,2786,62,watch_full,32,2025-08-02T05:24:20Z,2025-08-02T05:24:52Z,2025-08-02T05:24:20Z
2080,2080,516,242,146,120,exit_platform,4,2025-08-02T05:24:53Z,2025-08-02T05:24:57Z,20250802 052453
2081,2081,517,244,703,145,skip_after_partial,NA,2025-08-02T01:58:26Z,2025-08-02T01:58:40Z,2025-08-02T01:58:26Z
2082,2082,517,244,1263,217,skip_after_partial,NA,2025-08-02T01:58:43Z,2025-08-02T01:58:53Z,2025-08-02T01:58:43Z
2083,2083,517,244,4200,116,watch_full,20,2025-08-02T01:58:54Z,2025-08-02T01:59:14Z,2025-08-02T01:58:54Z
2084,2084,517,244,2248,116,skip_after_partial,8,2025-08-02T01:59:18Z,2025-08-02T01:59:26Z,2025-08-02T01:59:18Z
2085,2085,517,244,1249,160,exit_platform,4,2025-08-02T01:59:28Z,2025-08-02T01:59:32Z,2025-08-02T01:59:28Z
2086,2086,518,245,3104,41,watch_full,26,2025-08-02T22:08:54Z,2025-08-02T22:09:20Z,2025-08-02T22:08:54Z
2087,2087,518,245,621,212,skip_immediate,0,2025-08-02T22:09:21Z,2025-08-02T22:09:22Z,2025-08-02T22:09:21Z
2088,2088,518,245,2166,44,watch_full,36,2025-08-02T22:09:23Z,2025-08-02T22:09:59Z,2025-08-02T22:09:23Z
2089,2089,518,245,1849,132,watch_full,NA,2025-08-02T22:10:03Z,2025-08-02T22:10:40Z,2025-08-02T22:10:03Z
2090,2090,518,245,1808,182,skip_after_partial,12,2025-08-02T22:10:43Z,2025-08-02T22:10:55Z,2025-08-02T22:10:43Z
2091,2091,518,245,4193,103,watch_full,30,2025-08-02T22:10:58Z,2025-08-02T22:11:28Z,20250802 221058
2092,2092,518,245,1249,160,exit_platform,12,2025-08-02T22:11:29Z,2025-08-02T22:11:41Z,2025-08-02T22:11:29Z
2093,2093,519,245,101,123,exit_platform,5,2025-08-02T21:32:37Z,2025-08-02T21:32:42Z,2025-08-02T21:32:37Z
2094,2094,520,247,3224,117,skip_after_partial,NA,2025-08-02T10:57:07Z,2025-08-02T10:57:26Z,20250802 105707
2095,2095,520,247,2450,107,skip_immediate,0,2025-08-02T10:57:27Z,2025-08-02T10:57:28Z,2025-08-02T10:57:27Z
2096,2096,520,247,1849,132,skip_immediate,NA,2025-08-02T10:57:31Z,2025-08-02T10:57:32Z,1754132251
2097,2097,520,247,1849,132,skip_immediate,NA,2025-08-02T10:57:34Z,2025-08-02T10:57:35Z,2025-08-02T10:57:34Z
