session_id,user_id,login_at,logout_at,session_duration_sec,videos_viewed,watch_seconds
23840,1261,2025-08-17T05:53:33Z,2025-08-17T05:54:18Z,45,2,43
23841,1267,2025-08-17T05:20:38Z,2025-08-17T05:21:00Z,22,2,17
23842,1268,2025-08-17T15:39:51Z,2025-08-17T15:40:22Z,31,2,26
23843,1268,2025-08-17T14:34:32Z,2025-08-17T14:36:53Z,141,11,105
23844,1270,2025-08-17T20:21:25Z,2025-08-17T20:21:31Z,6,1,4
23845,1274,2025-08-17T13:54:50Z,2025-08-17T13:54:53Z,3,1,1
23846,1276,2025-08-17T14:43:45Z,2025-08-17T14:44:07Z,22,2,15
23847,1279,2025-08-17T21:52:37Z,2025-08-17T21:52:51Z,14,2,9
23848,1279,2025-08-17T05:14:13Z,2025-08-17T05:15:46Z,93,3,84
23849,1279,2025-08-17T03:16:38Z,2025-08-17T03:16:48Z,10,1,9
23850,1279,2025-08-17T02:06:46Z,2025-08-17T02:07:37Z,51,4,40
23851,1300,2025-08-17T08:13:13Z,2025-08-17T08:13:22Z,9,2,2
23852,1300,2025-08-17T15:49:58Z,2025-08-17T15:50:33Z,35,3,27
23853,1302,2025-08-17T03:56:47Z,2025-08-17T03:57:54Z,67,6,45
23854,1302,2025-08-17T19:06:23Z,2025-08-17T19:07:37Z,74,3,64
23855,1306,2025-08-17T22:10:59Z,2025-08-17T22:17:35Z,396,21,337
23856,1307,2025-08-17T17:11:57Z,2025-08-17T17:13:41Z,104,8,79
23857,1307,2025-08-17T04:17:38Z,2025-08-17T04:17:51Z,13,1,10
23858,1311,2025-08-17T15:15:53Z,2025-08-17T15:16:20Z,27,3,19
23859,1311,2025-08-17T19:34:32Z,2025-08-17T19:35:11Z,39,2,36
23860,1313,2025-08-17T07:26:42Z,2025-08-17T07:26:49Z,7,1,5
23861,1325,2025-08-17T20:08:55Z,2025-08-17T20:09:00Z,5,1,1
23862,1327,2025-08-17T12:11:02Z,2025-08-17T12:11:17Z,15,1,12
23863,1333,2025-08-17T19:40:53Z,2025-08-17T19:41:02Z,9,1,6
23864,1335,2025-08-17T04:21:19Z,2025-08-17T04:21:30Z,11,1,8
23865,1335,2025-08-17T10:18:08Z,2025-08-17T10:20:31Z,143,9,119
23866,1339,2025-08-17T22:10:03Z,2025-08-17T22:10:13Z,10,1,7
23867,1339,2025-08-17T03:26:49Z,2025-08-17T03:26:57Z,8,1,4
23868,1344,2025-08-17T14:11:55Z,2025-08-17T14:12:04Z,9,1,7
23869,1346,2025-08-17T06:06:31Z,2025-08-17T06:06:39Z,8,1,7
23870,1346,2025-08-17T19:08:47Z,2025-08-17T19:08:52Z,5,1,3
23871,1347,2025-08-17T05:22:21Z,2025-08-17T05:22:51Z,30,3,18
23872,1347,2025-08-17T11:54:39Z,2025-08-17T11:59:00Z,261,16,214
23873,1350,2025-08-17T04:56:45Z,2025-08-17T04:57:52Z,67,3,61
23874,1353,2025-08-17T07:06:18Z,2025-08-17T07:06:23Z,5,1,4
23875,1353,2025-08-17T22:12:08Z,2025-08-17T22:13:40Z,92,9,61
23876,1355,2025-08-17T15:06:04Z,2025-08-17T15:07:25Z,81,6,67
23877,1360,2025-08-17T06:46:57Z,2025-08-17T06:47:42Z,45,2,40
23878,1360,2025-08-17T14:46:40Z,2025-08-17T14:48:16Z,96,5,88
23879,1360,2025-08-17T09:50:24Z,2025-08-17T09:50:29Z,5,1,4
23880,1365,2025-08-17T06:56:04Z,2025-08-17T06:56:58Z,54,2,47
23881,1372,2025-08-17T01:12:51Z,2025-08-17T01:13:00Z,9,1,7
23882,1372,2025-08-17T11:00:34Z,2025-08-17T11:00:48Z,14,1,11
23883,1373,2025-08-17T06:57:13Z,2025-08-17T06:58:04Z,51,5,37
23884,1375,2025-08-17T17:56:56Z,2025-08-17T17:57:06Z,10,1,6
23885,1377,2025-08-17T00:20:36Z,2025-08-17T00:20:44Z,8,1,5
23886,1379,2025-08-17T17:17:20Z,2025-08-17T17:17:30Z,10,1,9
23887,1382,2025-08-17T12:53:38Z,2025-08-17T12:54:57Z,79,6,63
23888,1383,2025-08-17T09:10:47Z,2025-08-17T09:11:06Z,19,3,10
23889,1384,2025-08-17T09:36:46Z,2025-08-17T09:38:01Z,75,6,60
23890,1390,2025-08-17T19:05:13Z,2025-08-17T19:06:09Z,56,3,49
23891,1399,2025-08-17T21:23:24Z,2025-08-17T21:25:03Z,99,9,72
23892,1402,2025-08-17T03:55:04Z,2025-08-17T03:55:43Z,39,6,21
23893,1405,2025-08-17T14:37:21Z,2025-08-17T14:38:40Z,79,6,55
23894,1406,2025-08-17T16:34:36Z,2025-08-17T16:35:03Z,27,2,22
23895,1406,2025-08-17T13:34:02Z,2025-08-17T13:34:11Z,9,1,6
23896,1409,2025-08-17T05:30:59Z,2025-08-17T05:32:24Z,85,6,68
23897,1409,2025-08-17T20:53:13Z,2025-08-17T20:54:09Z,56,3,49
23898,1420,2025-08-17T11:39:22Z,2025-08-17T11:39:27Z,5,1,3
23899,1421,2025-08-17T07:39:33Z,2025-08-17T07:40:07Z,34,2,31
23900,1423,2025-08-17T12:37:43Z,2025-08-17T12:38:27Z,44,3,38
23901,1424,2025-08-17T10:22:07Z,2025-08-17T10:23:42Z,95,5,82
23902,1424,2025-08-17T08:44:02Z,2025-08-17T08:44:44Z,42,3,34
23903,1424,2025-08-17T12:46:44Z,2025-08-17T12:47:03Z,19,3,12
23904,1428,2025-08-17T18:20:29Z,2025-08-17T18:21:25Z,56,3,43
23905,1428,2025-08-17T02:08:35Z,2025-08-17T02:10:28Z,113,4,107
23906,1429,2025-08-17T04:00:23Z,2025-08-17T04:01:27Z,64,3,56
23907,1432,2025-08-17T20:17:48Z,2025-08-17T20:20:57Z,189,10,169
23908,1432,2025-08-17T15:55:35Z,2025-08-17T15:55:49Z,14,2,11
23909,1432,2025-08-17T00:02:16Z,2025-08-17T00:02:46Z,30,3,21
23910,1436,2025-08-17T05:54:12Z,2025-08-17T05:54:58Z,46,2,39
23911,1438,2025-08-17T14:39:07Z,2025-08-17T14:39:45Z,38,5,21
23912,1442,2025-08-17T16:04:58Z,2025-08-17T16:08:53Z,235,13,209
23913,1444,2025-08-17T01:16:44Z,2025-08-17T01:16:58Z,14,2,9
23914,1445,2025-08-17T19:41:50Z,2025-08-17T19:43:09Z,79,6,60
23915,1456,2025-08-17T21:19:56Z,2025-08-17T21:20:00Z,4,1,3
23916,1457,2025-08-17T01:45:39Z,2025-08-17T01:46:01Z,22,2,18
23917,1460,2025-08-17T19:24:49Z,2025-08-17T19:28:40Z,231,12,203
23918,1461,2025-08-17T10:08:44Z,2025-08-17T10:08:51Z,7,1,4
23919,1462,2025-08-17T21:05:52Z,2025-08-17T21:08:04Z,132,10,104
23920,1462,2025-08-17T05:45:35Z,2025-08-17T05:46:03Z,28,2,23
23921,1463,2025-08-17T15:20:48Z,2025-08-17T15:20:59Z,11,2,6
23922,1470,2025-08-17T02:41:18Z,2025-08-17T02:42:16Z,58,2,53
23923,1471,2025-08-17T15:23:56Z,2025-08-17T15:24:24Z,28,2,22
23924,1471,2025-08-17T11:32:22Z,2025-08-17T11:33:34Z,72,4,61
23925,1471,2025-08-17T00:55:57Z,2025-08-17T00:57:00Z,63,2,58
23926,1473,2025-08-17T16:35:26Z,2025-08-17T16:36:16Z,50,3,40
23927,1473,2025-08-17T21:22:10Z,2025-08-17T21:24:55Z,165,9,141
23928,1474,2025-08-17T15:40:59Z,2025-08-17T15:41:13Z,14,1,10
23929,1477,2025-08-17T03:44:10Z,2025-08-17T03:44:35Z,25,3,15
23930,1479,2025-08-17T04:28:56Z,2025-08-17T04:31:38Z,162,12,126
23931,1480,2025-08-17T04:51:38Z,2025-08-17T04:51:51Z,13,2,7
23932,1480,2025-08-17T11:17:42Z,2025-08-17T11:18:07Z,25,2,20
23933,1490,2025-08-17T01:11:42Z,2025-08-17T01:11:47Z,5,1,4
23934,1495,2025-08-17T16:44:37Z,2025-08-17T16:45:06Z,29,3,21
23935,1497,2025-08-17T15:28:07Z,2025-08-17T15:31:06Z,179,9,151
23936,1499,2025-08-17T21:43:13Z,2025-08-17T21:43:23Z,10,1,8
23937,1503,2025-08-17T02:21:38Z,2025-08-17T02:21:57Z,19,2,17
23938,1504,2025-08-17T07:04:19Z,2025-08-17T07:04:32Z,13,2,5
23939,1504,2025-08-17T02:32:41Z,2025-08-17T02:33:49Z,68,5,54
23940,1504,2025-08-17T03:32:09Z,2025-08-17T03:36:37Z,268,18,207
23941,1506,2025-08-17T01:46:18Z,2025-08-17T01:46:23Z,5,1,4
23942,1506,2025-08-17T15:44:47Z,2025-08-17T15:44:56Z,9,1,5
23943,1507,2025-08-17T13:12:52Z,2025-08-17T13:12:56Z,4,1,2
23944,1507,2025-08-17T21:41:52Z,2025-08-17T21:43:45Z,113,5,100
23945,1509,2025-08-17T21:43:37Z,2025-08-17T21:43:45Z,8,1,4
23946,1520,2025-08-17T17:22:46Z,2025-08-17T17:22:54Z,8,1,7
23947,1521,2025-08-17T06:01:39Z,2025-08-17T06:02:36Z,57,6,38
23948,1531,2025-08-17T13:58:07Z,2025-08-17T13:58:34Z,27,2,25
23949,1531,2025-08-17T02:49:02Z,2025-08-17T02:49:10Z,8,1,7
23950,1531,2025-08-17T19:58:13Z,2025-08-17T19:58:42Z,29,2,21
23951,1533,2025-08-17T02:49:10Z,2025-08-17T02:51:27Z,137,8,118
23952,1535,2025-08-17T04:14:57Z,2025-08-17T04:16:27Z,90,6,72
23953,1536,2025-08-17T14:15:52Z,2025-08-17T14:16:06Z,14,1,11
23954,1537,2025-08-17T04:59:07Z,2025-08-17T04:59:10Z,3,1,2
23955,1537,2025-08-17T10:58:30Z,2025-08-17T10:59:08Z,38,2,33
23956,1537,2025-08-17T12:21:49Z,2025-08-17T12:23:33Z,104,6,85
23957,1539,2025-08-17T07:36:53Z,2025-08-17T07:37:52Z,59,3,51
23958,1539,2025-08-17T21:46:18Z,2025-08-17T21:48:03Z,105,7,85
23959,1540,2025-08-17T13:02:35Z,2025-08-17T13:02:39Z,4,1,1
23960,1543,2025-08-17T21:18:01Z,2025-08-17T21:18:41Z,40,3,33
23961,1544,2025-08-17T11:26:51Z,2025-08-17T11:27:49Z,58,2,51
23962,1544,2025-08-17T09:16:51Z,2025-08-17T09:17:17Z,26,4,16
23963,1544,2025-08-17T02:23:30Z,2025-08-17T02:26:50Z,200,14,161
23964,1546,2025-08-17T16:18:17Z,2025-08-17T16:20:21Z,124,9,98
23965,1546,2025-08-17T11:28:51Z,2025-08-17T11:31:30Z,159,8,137
23966,1546,2025-08-17T10:53:40Z,2025-08-17T10:54:48Z,68,4,54
23967,1547,2025-08-17T14:14:50Z,2025-08-17T14:15:20Z,30,3,24
23968,1549,2025-08-17T20:59:11Z,2025-08-17T21:04:36Z,325,19,269
23969,1550,2025-08-17T00:06:51Z,2025-08-17T00:08:03Z,72,5,58
23970,1550,2025-08-17T15:03:23Z,2025-08-17T15:04:45Z,82,3,74
23971,1553,2025-08-17T22:01:12Z,2025-08-17T22:02:49Z,97,8,71
23972,1554,2025-08-17T11:17:41Z,2025-08-17T11:18:51Z,70,2,63
23973,1562,2025-08-17T01:10:03Z,2025-08-17T01:10:44Z,41,4,27
23974,1563,2025-08-17T08:50:25Z,2025-08-17T08:50:50Z,25,3,14
23975,1567,2025-08-17T15:10:21Z,2025-08-17T15:10:37Z,16,1,12
23976,1568,2025-08-17T13:00:25Z,2025-08-17T13:00:50Z,25,2,23
23977,1568,2025-08-17T16:58:01Z,2025-08-17T16:58:25Z,24,2,19
23978,1571,2025-08-17T03:07:59Z,2025-08-17T03:09:19Z,80,4,68
23979,1572,2025-08-17T06:45:08Z,2025-08-17T06:45:35Z,27,2,20
23980,1572,2025-08-17T12:19:06Z,2025-08-17T12:19:21Z,15,1,13
23981,1575,2025-08-17T01:37:22Z,2025-08-17T01:37:47Z,25,2,21
23982,1576,2025-08-17T01:27:15Z,2025-08-17T01:28:03Z,48,2,45
23983,1577,2025-08-17T08:10:11Z,2025-08-17T08:10:20Z,9,1,5
23984,1577,2025-08-17T17:14:06Z,2025-08-17T17:14:09Z,3,1,2
23985,1582,2025-08-17T06:07:21Z,2025-08-17T06:07:36Z,15,2,6
23986,1582,2025-08-17T09:16:19Z,2025-08-17T09:17:02Z,43,3,34
23987,1585,2025-08-17T08:46:36Z,2025-08-17T08:47:29Z,53,3,44
23988,1585,2025-08-17T00:10:55Z,2025-08-17T00:11:04Z,9,1,5
23989,1585,2025-08-17T13:28:32Z,2025-08-17T13:28:42Z,10,1,9
23990,1589,2025-08-17T02:22:25Z,2025-08-17T02:26:01Z,216,10,191
23991,1594,2025-08-17T08:25:23Z,2025-08-17T08:25:36Z,13,1,12
23992,1594,2025-08-17T00:10:35Z,2025-08-17T00:10:41Z,6,1,4
23993,1595,2025-08-17T03:43:18Z,2025-08-17T03:44:26Z,68,3,59
23994,1595,2025-08-17T19:27:17Z,2025-08-17T19:27:29Z,12,1,11
23995,1595,2025-08-17T12:36:16Z,2025-08-17T12:36:29Z,13,2,6
23996,1596,2025-08-17T13:20:33Z,2025-08-17T13:22:06Z,93,7,75
23997,1598,2025-08-17T08:12:03Z,2025-08-17T08:12:28Z,25,3,16
23998,1599,2025-08-17T05:55:35Z,2025-08-17T05:56:51Z,76,5,63
23999,1599,2025-08-17T13:37:02Z,2025-08-17T13:37:09Z,7,1,3
24000,1599,2025-08-17T01:42:13Z,2025-08-17T01:42:27Z,14,4,3
24001,1600,2025-08-17T01:49:16Z,2025-08-17T01:49:41Z,25,3,14
24002,1601,2025-08-17T13:39:57Z,2025-08-17T13:41:05Z,68,5,58
24003,1601,2025-08-17T16:35:18Z,2025-08-17T16:36:14Z,56,4,40
24004,1605,2025-08-17T07:58:05Z,2025-08-17T07:58:12Z,7,1,3
24005,1605,2025-08-17T13:37:37Z,2025-08-17T13:37:55Z,18,1,15
24006,1605,2025-08-17T18:44:20Z,2025-08-17T18:45:33Z,73,4,59
24007,1607,2025-08-17T03:07:04Z,2025-08-17T03:07:38Z,34,3,26
24008,1608,2025-08-17T18:24:01Z,2025-08-17T18:24:34Z,33,4,22
24009,1609,2025-08-17T00:36:41Z,2025-08-17T00:39:45Z,184,13,145
24010,1609,2025-08-17T11:48:33Z,2025-08-17T11:48:43Z,10,1,7
24011,1611,2025-08-17T10:17:57Z,2025-08-17T10:18:05Z,8,1,4
24012,1611,2025-08-17T11:47:17Z,2025-08-17T11:47:44Z,27,4,13
24013,1611,2025-08-17T10:51:20Z,2025-08-17T10:51:33Z,13,1,11
24014,1612,2025-08-17T14:25:05Z,2025-08-17T14:25:24Z,19,3,11
24015,1613,2025-08-17T01:21:55Z,2025-08-17T01:22:15Z,20,2,16
24016,1614,2025-08-17T11:46:58Z,2025-08-17T11:47:45Z,47,3,41
24017,1620,2025-08-17T19:19:42Z,2025-08-17T19:20:28Z,46,4,31
24018,1621,2025-08-17T05:04:39Z,2025-08-17T05:06:10Z,91,5,70
24019,1621,2025-08-17T19:11:16Z,2025-08-17T19:11:25Z,9,2,1
24020,1621,2025-08-17T18:12:37Z,2025-08-17T18:12:47Z,10,2,6
24021,1621,2025-08-17T12:23:55Z,2025-08-17T12:24:20Z,25,2,18
24022,1624,2025-08-17T17:36:20Z,2025-08-17T17:36:28Z,8,2,3
24023,1624,2025-08-17T16:20:43Z,2025-08-17T16:21:57Z,74,3,66
24024,1626,2025-08-17T11:06:53Z,2025-08-17T11:07:37Z,44,3,36
24025,1626,2025-08-17T01:46:45Z,2025-08-17T01:47:11Z,26,2,20
24026,1629,2025-08-17T15:28:28Z,2025-08-17T15:28:44Z,16,4,7
24027,1629,2025-08-17T08:22:25Z,2025-08-17T08:22:43Z,18,4,9
24028,1629,2025-08-17T13:06:32Z,2025-08-17T13:07:07Z,35,3,24
24029,1629,2025-08-17T00:02:11Z,2025-08-17T00:02:14Z,3,1,2
24030,1630,2025-08-17T20:42:35Z,2025-08-17T20:44:23Z,108,5,95
24031,1630,2025-08-17T09:58:01Z,2025-08-17T09:58:40Z,39,2,36
24032,1634,2025-08-17T12:28:18Z,2025-08-17T12:28:29Z,11,2,5
24033,1636,2025-08-17T12:27:08Z,2025-08-17T12:30:19Z,191,11,156
24034,1636,2025-08-17T15:26:41Z,2025-08-17T15:26:49Z,8,1,4
24035,1636,2025-08-17T08:38:27Z,2025-08-17T08:38:39Z,12,2,7
24036,1639,2025-08-17T01:38:45Z,2025-08-17T01:41:17Z,152,7,133
24037,1643,2025-08-17T12:42:46Z,2025-08-17T12:42:52Z,6,1,5
24038,1647,2025-08-17T05:24:28Z,2025-08-17T05:25:16Z,48,5,30
24039,1652,2025-08-17T09:43:29Z,2025-08-17T09:43:52Z,23,2,15
24040,1652,2025-08-17T07:37:22Z,2025-08-17T07:37:43Z,21,3,7
24041,1652,2025-08-17T15:30:05Z,2025-08-17T15:30:36Z,31,2,24
24042,1652,2025-08-17T17:53:19Z,2025-08-17T17:53:25Z,6,1,4
24043,1654,2025-08-17T16:50:47Z,2025-08-17T16:53:18Z,151,10,121
24044,1656,2025-08-17T12:07:37Z,2025-08-17T12:09:34Z,117,7,99
24045,1660,2025-08-17T00:17:12Z,2025-08-17T00:17:25Z,13,1,9
24046,1663,2025-08-17T17:41:50Z,2025-08-17T17:41:55Z,5,1,3
24047,1666,2025-08-17T17:24:41Z,2025-08-17T17:25:35Z,54,3,50
24048,1668,2025-08-17T06:33:23Z,2025-08-17T06:34:36Z,73,6,57
24049,1671,2025-08-17T15:50:21Z,2025-08-17T15:52:48Z,147,8,127
24050,1672,2025-08-17T13:43:47Z,2025-08-17T13:44:00Z,13,1,9
24051,1676,2025-08-17T16:26:30Z,2025-08-17T16:27:15Z,45,3,35
24052,1680,2025-08-17T12:03:46Z,2025-08-17T12:06:09Z,143,8,120
24053,1681,2025-08-17T20:17:09Z,2025-08-17T20:17:14Z,5,1,2
24054,1681,2025-08-17T07:16:58Z,2025-08-17T07:18:52Z,114,9,82
24055,1690,2025-08-17T21:59:27Z,2025-08-17T21:59:34Z,7,1,5
24056,1691,2025-08-17T08:38:33Z,2025-08-17T08:38:44Z,11,1,9
24057,1697,2025-08-17T17:17:18Z,2025-08-17T17:22:44Z,326,18,281
24058,1698,2025-08-17T10:56:03Z,2025-08-17T10:57:57Z,114,5,100
24059,1706,2025-08-17T12:52:54Z,2025-08-17T12:55:55Z,181,10,159
24060,1706,2025-08-17T12:51:16Z,2025-08-17T12:52:33Z,77,4,69
24061,1715,2025-08-17T10:16:31Z,2025-08-17T10:17:49Z,78,8,64
24062,1722,2025-08-17T13:34:40Z,2025-08-17T13:37:50Z,190,13,154
24063,1723,2025-08-17T16:03:23Z,2025-08-17T16:03:42Z,19,5,6
24064,1725,2025-08-17T04:55:17Z,2025-08-17T04:55:26Z,9,1,8
24065,1725,2025-08-17T03:14:11Z,2025-08-17T03:17:11Z,180,10,151
24066,1725,2025-08-17T20:51:20Z,2025-08-17T20:54:19Z,179,7,161
24067,1728,2025-08-17T08:53:19Z,2025-08-17T08:53:26Z,7,1,4
24068,1736,2025-08-17T02:58:24Z,2025-08-17T03:01:33Z,189,9,169
24069,1742,2025-08-17T03:50:41Z,2025-08-17T03:51:13Z,32,3,25
24070,1743,2025-08-17T16:37:35Z,2025-08-17T16:38:05Z,30,2,22
24071,1745,2025-08-17T01:15:39Z,2025-08-17T01:16:31Z,52,3,45
24072,1745,2025-08-17T00:09:22Z,2025-08-17T00:10:04Z,42,3,34
24073,1746,2025-08-17T17:24:51Z,2025-08-17T17:25:37Z,46,3,39
24074,1748,2025-08-17T01:44:51Z,2025-08-17T01:46:56Z,125,8,106
24075,1753,2025-08-17T19:55:08Z,2025-08-17T19:55:20Z,12,1,10
24076,1754,2025-08-17T00:06:19Z,2025-08-17T00:10:57Z,278,10,251
24077,1755,2025-08-17T08:21:00Z,2025-08-17T08:22:32Z,92,5,83
24078,1760,2025-08-17T02:19:07Z,2025-08-17T02:19:57Z,50,2,45
24079,1764,2025-08-17T01:47:20Z,2025-08-17T01:47:25Z,5,1,3
24080,1771,2025-08-17T04:16:29Z,2025-08-17T04:17:18Z,49,3,43
24081,1775,2025-08-17T16:00:00Z,2025-08-17T16:00:11Z,11,1,9
24082,1775,2025-08-17T15:01:48Z,2025-08-17T15:02:00Z,12,1,11
24083,1784,2025-08-17T13:44:00Z,2025-08-17T13:44:30Z,30,5,17
24084,1785,2025-08-17T11:08:23Z,2025-08-17T11:10:02Z,99,3,91
24085,1788,2025-08-17T07:35:39Z,2025-08-17T07:36:00Z,21,2,18
24086,1790,2025-08-17T10:08:17Z,2025-08-17T10:09:21Z,64,3,55
24087,1793,2025-08-17T02:25:52Z,2025-08-17T02:27:43Z,111,7,101
24088,1793,2025-08-17T13:49:31Z,2025-08-17T13:50:07Z,36,2,33
24089,1799,2025-08-17T16:21:31Z,2025-08-17T16:22:19Z,48,4,38
24090,1804,2025-08-17T13:59:51Z,2025-08-17T14:00:03Z,12,1,8
24091,1804,2025-08-17T01:16:20Z,2025-08-17T01:17:00Z,40,2,35
24092,1806,2025-08-17T09:58:44Z,2025-08-17T09:59:55Z,71,3,63
24093,1807,2025-08-17T13:46:29Z,2025-08-17T13:46:42Z,13,2,9
24094,1810,2025-08-17T10:42:32Z,2025-08-17T10:42:45Z,13,1,12
24095,1811,2025-08-17T00:09:14Z,2025-08-17T00:09:43Z,29,4,18
24096,1812,2025-08-17T16:56:42Z,2025-08-17T16:57:17Z,35,5,15
24097,1812,2025-08-17T03:29:04Z,2025-08-17T03:32:14Z,190,11,156
24098,1814,2025-08-17T09:54:15Z,2025-08-17T09:57:46Z,211,11,179
24099,1815,2025-08-17T16:31:56Z,2025-08-17T16:32:28Z,32,3,23
24100,1816,2025-08-17T03:46:33Z,2025-08-17T03:46:51Z,18,2,13
24101,1816,2025-08-17T18:10:42Z,2025-08-17T18:15:04Z,262,13,226
24102,1816,2025-08-17T03:55:22Z,2025-08-17T03:55:55Z,33,3,23
24103,1817,2025-08-17T02:47:07Z,2025-08-17T02:47:22Z,15,1,12
24104,1818,2025-08-17T11:33:07Z,2025-08-17T11:34:29Z,82,3,75
24105,1820,2025-08-17T15:50:34Z,2025-08-17T15:50:48Z,14,2,10
24106,1823,2025-08-17T16:12:58Z,2025-08-17T16:13:03Z,5,1,4
24107,1823,2025-08-17T18:15:42Z,2025-08-17T18:15:56Z,14,1,13
24108,1823,2025-08-17T20:28:03Z,2025-08-17T20:28:55Z,52,2,46
24109,1823,2025-08-17T15:04:50Z,2025-08-17T15:05:03Z,13,1,10
24110,1823,2025-08-17T20:08:13Z,2025-08-17T20:08:21Z,8,1,6
24111,1829,2025-08-17T09:57:35Z,2025-08-17T09:57:47Z,12,2,9
24112,1830,2025-08-17T05:59:35Z,2025-08-17T05:59:39Z,4,1,3
24113,1836,2025-08-17T18:48:53Z,2025-08-17T18:49:57Z,64,2,60
24114,1839,2025-08-17T00:13:58Z,2025-08-17T00:14:58Z,60,4,46
24115,1848,2025-08-17T09:03:53Z,2025-08-17T09:04:24Z,31,2,24
24116,1848,2025-08-17T06:14:29Z,2025-08-17T06:15:24Z,55,3,46
24117,1848,2025-08-17T16:10:55Z,2025-08-17T16:11:21Z,26,4,13
24118,1848,2025-08-17T08:06:37Z,2025-08-17T08:06:44Z,7,1,5
24119,1849,2025-08-17T14:24:18Z,2025-08-17T14:24:24Z,6,1,2
24120,1852,2025-08-17T07:58:54Z,2025-08-17T07:59:09Z,15,1,11
24121,1859,2025-08-17T18:50:01Z,2025-08-17T18:51:32Z,91,7,73
24122,1859,2025-08-17T00:50:59Z,2025-08-17T00:51:45Z,46,4,34
24123,1859,2025-08-17T02:13:05Z,2025-08-17T02:13:24Z,19,2,13
24124,1865,2025-08-17T03:25:55Z,2025-08-17T03:26:02Z,7,1,3
24125,1872,2025-08-17T10:37:43Z,2025-08-17T10:38:57Z,74,4,67
24126,1872,2025-08-17T19:03:02Z,2025-08-17T19:03:51Z,49,3,39
24127,1874,2025-08-17T13:18:03Z,2025-08-17T13:19:52Z,109,8,80
24128,1874,2025-08-17T09:07:29Z,2025-08-17T09:08:16Z,47,3,40
24129,1878,2025-08-17T21:24:20Z,2025-08-17T21:24:37Z,17,2,12
24130,1878,2025-08-17T14:30:11Z,2025-08-17T14:30:35Z,24,2,18
24131,1881,2025-08-17T07:39:09Z,2025-08-17T07:39:17Z,8,1,7
24132,1884,2025-08-17T19:02:07Z,2025-08-17T19:03:21Z,74,5,59
24133,1884,2025-08-17T09:06:13Z,2025-08-17T09:06:45Z,32,2,26
24134,1885,2025-08-17T19:18:38Z,2025-08-17T19:19:00Z,22,2,17
24135,1885,2025-08-17T14:29:57Z,2025-08-17T14:31:49Z,112,9,89
24136,1886,2025-08-17T01:26:49Z,2025-08-17T01:26:54Z,5,1,2
24137,1891,2025-08-17T14:38:25Z,2025-08-17T14:39:33Z,68,4,59
24138,1892,2025-08-17T09:37:39Z,2025-08-17T09:38:09Z,30,2,26
24139,1896,2025-08-17T17:31:34Z,2025-08-17T17:31:44Z,10,1,6
24140,1903,2025-08-17T18:26:31Z,2025-08-17T18:26:38Z,7,1,6
24141,1903,2025-08-17T03:13:08Z,2025-08-17T03:14:22Z,74,6,59
24142,1903,2025-08-17T04:15:59Z,2025-08-17T04:18:37Z,158,8,139
24143,1906,2025-08-17T07:38:56Z,2025-08-17T07:39:18Z,22,2,17
24144,1906,2025-08-17T15:45:10Z,2025-08-17T15:45:37Z,27,2,22
24145,1907,2025-08-17T11:45:33Z,2025-08-17T11:45:41Z,8,1,7
24146,1907,2025-08-17T16:32:19Z,2025-08-17T16:39:30Z,431,24,369
24147,1910,2025-08-17T13:36:13Z,2025-08-17T13:36:21Z,8,1,4
24148,1910,2025-08-17T08:58:35Z,2025-08-17T09:00:49Z,134,7,117
24149,1911,2025-08-17T11:38:43Z,2025-08-17T11:41:11Z,148,5,135
24150,1911,2025-08-17T05:03:36Z,2025-08-17T05:05:49Z,133,9,104
24151,1911,2025-08-17T15:54:40Z,2025-08-17T15:55:30Z,50,3,42
24152,1911,2025-08-17T06:09:20Z,2025-08-17T06:10:33Z,73,3,66
24153,1913,2025-08-17T09:14:02Z,2025-08-17T09:16:06Z,124,11,92
24154,1913,2025-08-17T18:13:01Z,2025-08-17T18:13:08Z,7,1,5
24155,1915,2025-08-17T10:22:03Z,2025-08-17T10:22:45Z,42,3,34
24156,1916,2025-08-17T10:08:01Z,2025-08-17T10:08:41Z,40,3,34
24157,1917,2025-08-17T09:08:57Z,2025-08-17T09:11:23Z,146,7,127
24158,1922,2025-08-17T15:00:42Z,2025-08-17T15:01:19Z,37,2,33
24159,1924,2025-08-17T21:16:19Z,2025-08-17T21:16:39Z,20,3,10
24160,1924,2025-08-17T16:47:10Z,2025-08-17T16:48:04Z,54,3,45
24161,1924,2025-08-17T12:33:48Z,2025-08-17T12:35:29Z,101,3,91
24162,1924,2025-08-17T10:41:47Z,2025-08-17T10:41:52Z,5,1,3
24163,1924,2025-08-17T12:27:45Z,2025-08-17T12:27:50Z,5,1,3
24164,1925,2025-08-17T19:46:03Z,2025-08-17T19:46:07Z,4,1,1
24165,1925,2025-08-17T06:07:59Z,2025-08-17T06:08:15Z,16,2,10
24166,1925,2025-08-17T20:51:21Z,2025-08-17T20:51:57Z,36,2,32
24167,1925,2025-08-17T02:32:28Z,2025-08-17T02:36:26Z,238,15,198
24168,1925,2025-08-17T06:24:13Z,2025-08-17T06:24:20Z,7,1,3
24169,1928,2025-08-17T01:10:26Z,2025-08-17T01:12:06Z,100,6,84
24170,1928,2025-08-17T07:54:42Z,2025-08-17T08:00:02Z,320,15,281
24171,1928,2025-08-17T00:23:40Z,2025-08-17T00:25:15Z,95,4,88
